YEAR,PLAYER,AVERAGE
2005,Hank Kuehne,307.7
2005,Davis Love III,305.4
2005,Kenny Perry,304.7
2005,Sergio Garcia,303.5
2005,Brandt Jobe,302.3
2005,Lucas Glover,302.2
2005,John Elliott,301.7
2005,Brendan Jones,301.5
2005,Mathias Grönberg,301.4
2005,Vijay Singh,301.1
2005,Harrison Frazar,301
2005,Chris Smith,300.8
2005,Stuart Appleby,300.6
2005,Jason Allred,300.2
2005,Will MacKenzie,300.2
2005,Tag Ridings,300.2
2005,Sean O'Hair,300.1
2005,Adam Scott,300.1
2005,Kevin Stadler,300.1
2005,Phil Mickelson,300
2005,Charles Warren,299.2
2005,Nick Watney,298.9
2005,Michael Long,298.3
2005,Dennis Paulson,298.2
2005,Geoff Ogilvy,298
2005,Steve Allan,297.8
2005,Robert Allenby,297.7
2005,J.J. Henry,297.6
2005,Daniel Chopra,297.3
2005,Rory Sabbatini,297.2
2005,Jonathan Byrd,297
2005,Lee Westwood,296.8
2005,Fred Couples,296.4
2005,Rod Pampling,295.9
2005,D.J. Trahan,295.8
2005,D.J. Brigman,295.5
2005,James Driscoll,295.5
2005,Retief Goosen,295.4
2005,David Hearn,295.2
2005,Ted Purdy,295.2
2005,Ryan Palmer,295
2005,Carlos Franco,294.7
2005,John Rollins,294.4
2005,Arjun Atwal,294.2
2005,Justin Rose,294.1
2005,Chad Campbell,294
2005,Dan Forsman,294
2005,Padraig Harrington,293.9
2005,Hunter Mahan,293.8
2005,Charles Howell III,293.6
2005,John Huston,293.6
2005,Neal Lancaster,293.4
2005,Brett Quigley,293.3
2005,Bo Van Pelt,293.3
2005,Ben Crane,293.1
2005,Jason Bohn,292.9
2005,Marco Dawson,292.4
2005,Jesper Parnevik,292.2
2005,Michael Allen,292.1
2005,Tim Herron,292.1
2005,Roland Thatcher,292
2005,Pat Perez,291.8
2005,Joey Snyder III,291.8
2005,Carl Pettersson,291.7
2005,Bob Heintz,291.5
2005,J.L. Lewis,291.5
2005,Greg Owen,291.5
2005,Aaron Baddeley,291.4
2005,Bradley Hughes,291.3
2005,Brian Bateman,291.1
2005,Steve Lowery,291
2005,Scott McCarron,291
2005,John Senden,291
2005,Jonathan Kaye,290.7
2005,Tom Pernice Jr.,290.7
2005,D.A. Points,290.5
2005,Mark Hensby,290.4
2005,Vaughn Taylor,290.3
2005,Ryuji Imada,290.1
2005,Zach Johnson,290
2005,Andrew Magee,289.9
2005,Craig Barlow,289.6
2005,Hunter Haas,289.6
2005,Freddie Jacobson,289.5
2005,Mark Calcavecchia,289.3
2005,Joe Durant,289.2
2005,Woody Austin,289.1
2005,Bernhard Langer,289.1
2005,Peter Lonard,289.1
2005,Justin Bolli,289
2005,Patrick Sheehan,289
2005,K.J. Choi,288.8
2005,Shigeki Maruyama,288.8
2005,Briny Baird,288.7
2005,Shaun Micheel,288.4
2005,Kent Jones,288.3
2005,Frank Lickliter II,288.2
2005,Billy Mayfair,288.2
2005,José María Olazábal,288.2
2005,Rich Beem,288
2005,David Toms,287.8
2005,Rocco Mediate,287.7
2005,Kevin Sutherland,287.7
2005,Todd Hamilton,287.2
2005,Thomas Levet,287.2
2005,Tommy Armour III,287.1
2005,Joey Sindelar,286.9
2005,Jeff Brehaut,286.6
2005,Alex Cejka,286.6
2005,Bob Tway,286.6
2005,Richard Johnson,286.3
2005,Glen Day,286.1
2005,Tim Petrovic,286.1
2005,Cameron Beckman,286
2005,Tom Lehman,285.9
2005,Stephen Ames,285.8
2005,Craig Perks,285.8
2005,Mario Tiziani,285.8
2005,Lee Janzen,285.7
2005,Stewart Cink,285.5
2005,Dudley Hart,285.4
2005,Justin Leonard,285.2
2005,Steve Stricker,285.1
2005,Charlie Wi,285.1
2005,Joe Ogilvie,284.9
2005,Ian Poulter,284.8
2005,Paul Azinger,284.6
2005,Tom Gillis,284.6
2005,Luke Donald,284.5
2005,Jeff Maggert,284.5
2005,Hideto Tanihara,284.5
2005,Steve Flesch,284.2
2005,Bill Glasson,284
2005,Tim Clark,283.8
2005,Tjaart van der Walt,283.8
2005,Bob Estes,283.6
2005,Phillip Price,283.6
2005,Darron Stiles,283.6
2005,Steve Elkington,283.5
2005,Arron Oberholser,283.5
2005,Bart Bryant,283.2
2005,Glen Hnatiuk,283.1
2005,Duffy Waldorf,283
2005,Hidemichi Tanaka,282.2
2005,Billy Andrade,282
2005,Dean Wilson,281.9
2005,Paul Claxton,281.7
2005,J.P. Hayes,281.7
2005,Brian Davis,281.5
2005,Jerry Kelly,281.5
2005,Jay Williamson,281.5
2005,Mike Weir,281.3
2005,Franklin Langham,281.2
2005,Heath Slocum,281.2
2005,Scott Verplank,281.2
2005,Robert Gamez,281.1
2005,Brent Geiberger,281.1
2005,Chris DiMarco,281
2005,Matt Davidson,280.9
2005,Rob Rashell,280.7
2005,Steve Jones,280.5
2005,Kevin Na,280.5
2005,Matt Gogel,280.3
2005,Ben Curtis,280
2005,Jim Furyk,280
2005,Matt Kuchar,280
2005,Olin Browne,278.9
2005,Mark Wilson,278.6
2005,Doug Barron,278.4
2005,Jeff Sluman,278.3
2005,Chris Anderson,278.1
2005,Paul Gow,278
2005,Len Mattiace,278
2005,Chris Riley,278
2005,Robert Damron,277.5
2005,Stephen Leaney,277.4
2005,Mark O'Meara,277.1
2005,José Coceres,276.4
2005,Danny Briggs,276.1
2005,Jim Carter,276.1
2005,Todd Fischer,276
2005,Jay Haas,276
2005,Skip Kendall,276
2005,Kirk Triplett,276
2005,Omar Uresti,275.8
2005,Larry Mize,275.7
2005,Brian Gay,275.4
2005,Brad Faxon,274.7
2005,Tom Byrum,274.3
2005,John Cook,272.6
2005,Fred Funk,270
2005,Loren Roberts,270
2005,Mark Brooks,269.1
2005,Gavin Coles,267.7
2005,Jeff Hart,265.7
2005,Corey Pavin,258.7
2004,Hank Kuehne,314.4
2004,Scott Hend,312.6
2004,John Daly,306
2004,Mike Heinen,305.2
2004,Chris Smith,304
2004,Lucas Glover,303.4
2004,Geoff Ogilvy,303.3
2004,Chris Couch,302.1
2004,Tiger Woods,301.9
2004,J.J. Henry,301.3
2004,Steve Allan,301.2
2004,Tag Ridings,301
2004,Vijay Singh,300.8
2004,Davis Love III,300.1
2004,Dennis Paulson,300.1
2004,Kris Cox,299.1
2004,Brenden Pappas,298.9
2004,Harrison Frazar,298.8
2004,Ernie Els,298
2004,Andre Stolz,297.9
2004,Roger Tambellini,297.8
2004,Rich Beem,296.7
2004,John Senden,296.6
2004,Tom Carter,296.5
2004,Dan Olsen,296
2004,Daniel Chopra,295.9
2004,Kenny Perry,295.9
2004,Jonathan Byrd,295.8
2004,Ryan Palmer,295.6
2004,Phil Mickelson,295.4
2004,Adam Scott,295.4
2004,Deane Pappas,295.3
2004,Sergio Garcia,295.1
2004,Robert Allenby,294.9
2004,Fred Couples,294.5
2004,Bo Van Pelt,294.4
2004,Brett Quigley,294.3
2004,Retief Goosen,294.2
2004,Scott McCarron,294.1
2004,Tim Herron,293.8
2004,Jason Bohn,293.3
2004,Stuart Appleby,293.2
2004,Rich Barcelo,293.1
2004,Roland Thatcher,293.1
2004,Hunter Mahan,293
2004,Vaughn Taylor,292.5
2004,Brian Kortan,292.4
2004,Brian Bateman,292.2
2004,Rory Sabbatini,292.2
2004,Mathias Grönberg,292.1
2004,Rod Pampling,292.1
2004,Neal Lancaster,291.6
2004,Joey Sindelar,291.5
2004,Peter Lonard,291.4
2004,Pat Perez,291.4
2004,Woody Austin,291.3
2004,Mark Calcavecchia,291.3
2004,Brent Geiberger,291.3
2004,Cameron Beckman,291.2
2004,Michael Allen,291.1
2004,Craig Barlow,291
2004,Jeff Brehaut,290.9
2004,Jonathan Kaye,290.9
2004,Carl Pettersson,290.8
2004,D.J. Brigman,290.7
2004,Jason Dufner,290.7
2004,Kevin Muncrief,290.7
2004,Justin Rose,290.7
2004,Carlos Franco,290.6
2004,Tommy Armour III,290.5
2004,Stewart Cink,290.5
2004,Patrick Sheehan,290.3
2004,Arjun Atwal,289.4
2004,Briny Baird,289.4
2004,Craig Perks,289.4
2004,Ted Purdy,289.2
2004,Niclas Fasth,289.1
2004,Darren Clarke,289
2004,Jay Delsing,288.8
2004,Steve Lowery,288.8
2004,Joe Ogilvie,288.8
2004,Charles Howell III,288.5
2004,J.L. Lewis,288.3
2004,Grant Waite,288.3
2004,Robert Gamez,288.1
2004,Jay Williamson,288.1
2004,Aaron Baddeley,288
2004,Chad Campbell,288
2004,Stephen Ames,287.9
2004,Freddie Jacobson,287.9
2004,Jesper Parnevik,287.9
2004,Tommy Tolles,287.8
2004,Shaun Micheel,287.5
2004,Greg Chalmers,287.3
2004,Matt Kuchar,287.3
2004,Frank Lickliter II,287.3
2004,Joe Durant,287.2
2004,Tom Lehman,287.2
2004,Tim Petrovic,287.2
2004,Steve Elkington,287.1
2004,Danny Ellis,286.7
2004,John Rollins,286.7
2004,John Huston,286.4
2004,Kent Jones,286.4
2004,Kevin Sutherland,286.3
2004,Tripp Isenhour,286.2
2004,Glen Day,286.1
2004,Lee Janzen,286.1
2004,Tom Pernice Jr.,286
2004,Notah Begay III,285.8
2004,David Branshaw,285.8
2004,Alex Cejka,285.8
2004,Matt Gogel,285.6
2004,Dudley Hart,285.6
2004,Zach Johnson,285.6
2004,Duffy Waldorf,285.4
2004,David Toms,285.3
2004,Billy Mayfair,285.2
2004,Paul Azinger,285.1
2004,K.J. Choi,285
2004,John Riegger,285
2004,Mark Hensby,284.6
2004,Arron Oberholser,284.6
2004,Ken Duke,284.3
2004,Danny Briggs,283.8
2004,Ben Crane,283.8
2004,David Gossett,283.8
2004,Billy Andrade,283.5
2004,Todd Hamilton,283.5
2004,Steve Pate,283.5
2004,Richard Johnson,283.4
2004,Cliff Kresge,283.4
2004,Rocco Mediate,283.4
2004,Justin Leonard,282.9
2004,Stephen Leaney,282.3
2004,Bernhard Langer,282.2
2004,Dean Wilson,282.2
2004,Bart Bryant,282.1
2004,Ben Curtis,282.1
2004,Mike Weir,282.1
2004,Mark Wilson,282.1
2004,Olin Browne,281.9
2004,Dan Forsman,281.9
2004,Steve Stricker,281.8
2004,Spike McRoy,281.5
2004,Skip Kendall,281.3
2004,David Peoples,281.3
2004,Jeff Maggert,281.2
2004,Guy Boros,281.1
2004,Hidemichi Tanaka,281
2004,Blaine McCallister,280.9
2004,J.P. Hayes,280.7
2004,Dicky Pride,280.5
2004,Scott Hoch,280.4
2004,Russ Cochran,280.3
2004,Gene Sauers,280.2
2004,Todd Fischer,280.1
2004,Shigeki Maruyama,280.1
2004,Kevin Na,280.1
2004,Heath Slocum,280.1
2004,Steve Flesch,279.9
2004,Luke Donald,279.8
2004,Brian Gay,279.7
2004,Hirofumi Miyase,279.7
2004,Jeff Sluman,279.6
2004,José Coceres,279.4
2004,Kirk Triplett,279.1
2004,Tim Clark,278.8
2004,Scott Simpson,278.7
2004,Bob Estes,278.2
2004,Bob Tway,278.2
2004,Jerry Kelly,278.1
2004,Len Mattiace,278
2004,Scott Verplank,278
2004,José María Olazábal,277.7
2004,Chris DiMarco,277.3
2004,Chris Riley,277.3
2004,Robert Damron,277.2
2004,Craig Parry,276.9
2004,Bob Burns,276.1
2004,Pat Bates,275.5
2004,Esteban Toledo,275.2
2004,Jay Haas,274.5
2004,Mark Brooks,273.8
2004,Brad Faxon,273.7
2004,David Frost,273.6
2004,Mark O'Meara,272.9
2004,David Morland IV,272.8
2004,Nick Price,272.8
2004,Tom Byrum,272.6
2004,Omar Uresti,272.2
2004,Fred Funk,271.9
2004,Craig Bowden,270.8
2004,John Cook,270.2
2004,Loren Roberts,269.1
2004,Corey Pavin,268.2
2003,Hank Kuehne,321.4
2003,John Daly,314.3
2003,Phil Mickelson,306
2003,Darren Clarke,304.9
2003,Ernie Els,303.3
2003,Vijay Singh,301.9
2003,Sergio Garcia,300.9
2003,Mike Heinen,300.8
2003,Brenden Pappas,300.3
2003,Mathew Goggin,299.8
2003,Deane Pappas,299.5
2003,Tiger Woods,299.5
2003,Retief Goosen,299.4
2003,Andrew Magee,299.3
2003,Davis Love III,299.2
2003,Adam Scott,299.2
2003,Todd Barranger,298.8
2003,Harrison Frazar,298.7
2003,Carlos Franco,298
2003,Brian Bateman,297.2
2003,Jason Gore,296.7
2003,Jonathan Kaye,295.9
2003,Ty Tryon,295.9
2003,Jonathan Byrd,295.3
2003,Jason Caron,295.2
2003,Brent Schwarzrock,295.2
2003,Kenny Perry,295.1
2003,Robert Allenby,294.8
2003,Ian Leggatt,294.8
2003,K.J. Choi,294.7
2003,Chad Campbell,294.6
2003,Charles Howell III,294.6
2003,Neal Lancaster,294.6
2003,Scott McCarron,294.6
2003,Stuart Appleby,294.4
2003,Tommy Armour III,294.3
2003,Craig Barlow,293.9
2003,Kenneth Staton,293.9
2003,Brent Geiberger,293.8
2003,Paul Stankowski,293.8
2003,Rich Beem,293.6
2003,Fred Couples,293.4
2003,Carl Paulson,293.4
2003,Andy Miller,293.3
2003,Rory Sabbatini,293.3
2003,J.J. Henry,293.2
2003,Patrick Sheehan,293.2
2003,Chris Smith,293.2
2003,Marco Dawson,292.9
2003,Peter Lonard,292.8
2003,Brandt Jobe,292.7
2003,Briny Baird,292.2
2003,Geoff Ogilvy,291.8
2003,John Senden,291.8
2003,Darron Stiles,291.6
2003,John Morgan,291
2003,Vance Veazey,291
2003,Tim Herron,290.9
2003,Steve Allan,290.8
2003,Woody Austin,290.8
2003,Jason Buha,290.8
2003,Craig Perks,290.7
2003,David Sutherland,290.4
2003,Rod Pampling,290.1
2003,J.L. Lewis,289.7
2003,Brett Quigley,289.6
2003,Cameron Beckman,289.4
2003,Ben Crane,289.2
2003,Mike Weir,289.2
2003,Tom Pernice Jr.,289.1
2003,Shaun Micheel,288.9
2003,Steve Lowery,288.8
2003,Kevin Sutherland,288.8
2003,David Toms,288.8
2003,Bob Tway,288.8
2003,Mike Sposa,288.5
2003,Cameron Yancey,288.5
2003,Duffy Waldorf,288.4
2003,Jeff Brehaut,288.3
2003,Greg Chalmers,288.2
2003,Stewart Cink,288
2003,Aaron Baddeley,287.9
2003,David Gossett,287.9
2003,Per-Ulrik Johansson,287.9
2003,Robert Gamez,287.7
2003,Garrett Willis,287.7
2003,Mark Calcavecchia,287.6
2003,Mike Grob,287.6
2003,Brad Elder,287.5
2003,Anthony Painter,287.5
2003,Pat Perez,287.5
2003,Thomas Levet,286.9
2003,Tom Lehman,286.8
2003,Joe Durant,286.7
2003,Kent Jones,286.6
2003,Tom Gillis,286.5
2003,Paul Gow,286.5
2003,Cliff Kresge,286.5
2003,Stephen Ames,285.9
2003,Steve Flesch,285.7
2003,John Riegger,285.7
2003,Hal Sutton,285.5
2003,Brian Henninger,285.3
2003,Jay Williamson,285.3
2003,Lee Janzen,285.2
2003,Arron Oberholser,285.1
2003,John Huston,284.8
2003,Joey Sindelar,284.6
2003,Steve Stricker,284.5
2003,Billy Andrade,284.4
2003,Alex Cejka,284.4
2003,Tim Petrovic,284.2
2003,Billy Mayfair,284
2003,David Peoples,283.8
2003,John Rollins,283.6
2003,Jerry Kelly,283.5
2003,Paul Azinger,283.4
2003,Akio Sadakata,283.3
2003,Ben Curtis,283.2
2003,Peter Jacobsen,283.2
2003,Todd Fischer,283.1
2003,Dicky Pride,283.1
2003,"Dave Stockton, Jr.",283.1
2003,Dan Forsman,282.9
2003,José Coceres,282.8
2003,Kaname Yokoo,282.7
2003,Mark Wilson,282.1
2003,Carl Pettersson,281.8
2003,Kirk Triplett,281.8
2003,Frank Lickliter II,281.6
2003,Aaron Barber,281.3
2003,Jim Furyk,281.3
2003,Joel Edwards,281.1
2003,Hidemichi Tanaka,281.1
2003,Chris DiMarco,281
2003,Kenichi Kuboya,281
2003,Jesper Parnevik,281
2003,Scott Laycock,280.6
2003,Jeff Sluman,280.6
2003,Rocco Mediate,280.5
2003,Jim Carter,280.3
2003,Skip Kendall,280.2
2003,Nick Price,280.1
2003,Chris Anderson,279.7
2003,Spike McRoy,279.6
2003,Michael Clark II,279.5
2003,Bob Estes,279.3
2003,Chris Riley,279.3
2003,Jay Haas,279.2
2003,Justin Leonard,279.1
2003,Heath Slocum,279.1
2003,Shigeki Maruyama,278.9
2003,Len Mattiace,278.7
2003,Jay Don Blake,278.4
2003,Dean Wilson,278.4
2003,Glen Day,278.3
2003,Richard Johnson,278.3
2003,Donnie Hammond,278.2
2003,Jeff Maggert,278.2
2003,Doug Barron,278.1
2003,Bob Burns,278.1
2003,Brian Gay,278.1
2003,Matt Gogel,278.1
2003,Pat Bates,278
2003,Notah Begay III,277.9
2003,Dudley Hart,277.9
2003,Mark O'Meara,277.5
2003,David Frost,277.2
2003,Gene Sauers,277
2003,Esteban Toledo,276.7
2003,Brad Faxon,276.6
2003,J.P. Hayes,276.5
2003,Scott Verplank,275.5
2003,Luke Donald,275.3
2003,Matt Kuchar,275.3
2003,Robert Damron,275.2
2003,Olin Browne,274.2
2003,Fred Funk,274.1
2003,John Maginnes,273.7
2003,Tim Clark,273.3
2003,Tom Byrum,272.7
2003,Bernhard Langer,272.3
2003,Steven Alker,272.2
2003,Mark Brooks,271.9
2003,Glen Hnatiuk,271.1
2003,Gavin Coles,271
2003,Paul Goydos,270.9
2003,Jeff Klein,270.1
2003,Corey Pavin,268.9
2003,Loren Roberts,265.9
2002,John Daly,306.8
2002,Boo Weekley,297
2002,Mathew Goggin,296.1
2002,Charles Howell III,293.7
2002,Dennis Paulson,293.7
2002,Tiger Woods,293.3
2002,Tim Herron,293.2
2002,Brett Wetterich,292.7
2002,Chris Smith,292.2
2002,Rich Beem,292.1
2002,David Duval,290.8
2002,Bo Van Pelt,290.8
2002,Carlos Franco,290.7
2002,Jonathan Byrd,290.5
2002,Harrison Frazar,290.5
2002,Sergio Garcia,290.5
2002,Brenden Pappas,290.1
2002,Eduardo Herrera,290
2002,John Senden,289.9
2002,Steve Allan,289.7
2002,Geoff Ogilvy,289.4
2002,Tommy Tolles,289.3
2002,Stuart Appleby,289
2002,Rory Sabbatini,289
2002,Phil Mickelson,288.8
2002,Brian Bateman,288.6
2002,Fred Couples,288.6
2002,J.J. Henry,288.6
2002,Phil Tataurangi,288.6
2002,Davis Love III,287.7
2002,Carl Paulson,287.7
2002,Kenneth Staton,287.6
2002,Tripp Isenhour,287.4
2002,Paul Stankowski,287
2002,Ian Leggatt,286.9
2002,Robert Allenby,286.7
2002,Kenny Perry,286.4
2002,Stephen Gangluff,286.2
2002,Ben Crane,286.1
2002,Jonathan Kaye,286.1
2002,Rod Pampling,285.9
2002,Brandt Jobe,285.8
2002,J.L. Lewis,285.8
2002,Joey Sindelar,285.8
2002,Steve Flesch,285.7
2002,Vijay Singh,285.6
2002,Mark Calcavecchia,285.5
2002,Scott McCarron,285.5
2002,Steve Stricker,285.1
2002,Michael Allen,285
2002,Craig Barlow,284.7
2002,Duffy Waldorf,284.5
2002,Shaun Micheel,284.3
2002,Bob Heintz,284.2
2002,"David Berganio, Jr.",284
2002,Michael Clark II,284
2002,Edward Fryatt,284
2002,Deane Pappas,283.9
2002,Grant Waite,283.9
2002,Lee Janzen,283.7
2002,Bob Tway,283.6
2002,K.J. Choi,283.1
2002,Tom Lehman,283
2002,Frank Lickliter II,283
2002,Andrew Magee,282.9
2002,Brent Geiberger,282.8
2002,Per-Ulrik Johansson,282.8
2002,Robert Gamez,282.6
2002,Russ Cochran,282.5
2002,Brett Quigley,282.3
2002,Briny Baird,282.2
2002,Cameron Beckman,282.2
2002,Stephen Ames,282.1
2002,Tommy Armour III,282
2002,Robin Freeman,282
2002,Neal Lancaster,281.9
2002,Michael Long,281.9
2002,Jess Daley,281.8
2002,Jason Hill,281.8
2002,Paul Gow,281.7
2002,John Huston,281.6
2002,Chad Campbell,281.5
2002,Peter Jacobsen,281.5
2002,Ernie Els,281.4
2002,Peter Lonard,281.4
2002,Bradley Hughes,281.2
2002,Hidemichi Tanaka,281.2
2002,Steve Pate,281.1
2002,David Gossett,281
2002,Notah Begay III,280.8
2002,Greg Chalmers,280.8
2002,David Peoples,280.6
2002,Tim Petrovic,280.6
2002,Steve Elkington,280.5
2002,Steve Lowery,280.5
2002,Pat Perez,280.5
2002,Kaname Yokoo,280.5
2002,Craig Stadler,280.4
2002,Jeff Brehaut,280.2
2002,Brad Elder,280
2002,Shigeki Maruyama,280
2002,Mike Weir,280
2002,Woody Austin,279.9
2002,Tom Pernice Jr.,279.9
2002,Billy Andrade,279.8
2002,Bob Estes,279.8
2002,Retief Goosen,279.8
2002,Chris DiMarco,279.7
2002,Stewart Cink,279.6
2002,John Riegger,279.6
2002,Garrett Willis,279.4
2002,John Rollins,279.3
2002,Tom Scherrer,279.3
2002,Joe Ogilvie,279.2
2002,Jesper Parnevik,279.2
2002,David Toms,279.2
2002,Donnie Hammond,279.1
2002,Jeff Gove,279
2002,Justin Leonard,278.7
2002,Craig Perks,278.5
2002,Brian Henninger,278.3
2002,Craig Parry,278.3
2002,Robert Damron,278
2002,Kent Jones,277.8
2002,Joel Edwards,277.6
2002,Rocco Mediate,277.3
2002,Bryce Molder,277.3
2002,Hal Sutton,277.3
2002,J.P. Hayes,277.1
2002,Steve Jones,276.9
2002,Len Mattiace,276.9
2002,Dudley Hart,276.7
2002,Dicky Pride,276.3
2002,Paul Azinger,276.2
2002,Franklin Langham,276.1
2002,Matt Gogel,275.9
2002,Spike McRoy,275.9
2002,David Morland IV,275.9
2002,Jay Williamson,275.8
2002,Tim Clark,275.7
2002,Jim Carter,275.3
2002,Bart Bryant,275.2
2002,Jerry Smith,275.2
2002,Glen Hnatiuk,275.1
2002,Brad Lardon,275
2002,Bob May,275
2002,Mark O'Meara,275
2002,Kevin Sutherland,275
2002,Kirk Triplett,275
2002,Jeff Maggert,274.9
2002,Blaine McCallister,274.9
2002,Joe Durant,274.8
2002,Dan Forsman,274.7
2002,Frank Nobilo,274.7
2002,Mike Sposa,274.7
2002,Luke Donald,274.6
2002,Miguel Angel Jiménez,274.4
2002,Jerry Kelly,274
2002,Gary Nicklaus,274
2002,Bob Burns,273.9
2002,Matt Kuchar,273.5
2002,Jay Haas,273.3
2002,Fred Funk,273
2002,Jeff Sluman,272.9
2002,Brian Watts,272.8
2002,Nick Price,272.7
2002,Chris Riley,272.7
2002,Brandel Chamblee,272.5
2002,Paul Claxton,272.5
2002,Scott Dunlap,272.5
2002,Mike Hulbert,272.4
2002,Brian Gay,272.3
2002,Jim Furyk,271.8
2002,Pat Bates,271.5
2002,Skip Kendall,271.5
2002,Paul Goydos,271.3
2002,Bernhard Langer,271.3
2002,Jay Don Blake,271.2
2002,Billy Mayfair,270.9
2002,Matt Peterson,270.7
2002,José María Olazábal,270.6
2002,Tom Byrum,270.5
2002,Mark Brooks,270.1
2002,Glen Day,270
2002,Scott Hoch,270
2002,Brad Faxon,269.6
2002,David Frost,269.5
2002,Richard Zokol,269.3
2002,Heath Slocum,268.5
2002,Scott Verplank,268.5
2002,Olin Browne,268.1
2002,Michael Muehr,268
2002,Loren Roberts,268
2002,Greg Kraft,267.7
2002,Fulton Allem,267.5
2002,Lee Porter,265
2002,Esteban Toledo,264.9
2002,Scott Simpson,264.6
2002,John Cook,264
2002,José Coceres,263.2
2002,Corey Pavin,258.1
2002,Pete Jordan,256.6
2001,John Daly,306.7
2001,Brett Quigley,298.5
2001,Davis Love III,297.6
2001,Tiger Woods,297.6
2001,David Duval,296.1
2001,Charles Howell III,293.9
2001,Phil Mickelson,293.9
2001,Steve Allan,293.3
2001,Chris Smith,293.2
2001,Kenny Perry,292.3
2001,Joey Sindelar,291.5
2001,Jason Gore,290.5
2001,Brandt Jobe,290.4
2001,Scott McCarron,289.7
2001,Kelly Grunewald,289.1
2001,Chris Tidland,289
2001,Tim Herron,288.9
2001,Brian Wilson,288.8
2001,Stuart Appleby,288.6
2001,Rory Sabbatini,288.5
2001,Fred Couples,288.2
2001,Sergio Garcia,287.8
2001,Vijay Singh,287.5
2001,Harrison Frazar,286.8
2001,Tom Lehman,286.7
2001,J.J. Henry,286.6
2001,Brent Schwarzrock,286.4
2001,Mark Calcavecchia,286.2
2001,Danny Ellis,286.2
2001,Ernie Els,285.8
2001,"David Berganio, Jr.",285.5
2001,Cameron Beckman,285.4
2001,Paul Stankowski,285.4
2001,Marco Dawson,285.2
2001,Mathew Goggin,285.1
2001,Grant Waite,284.9
2001,Robert Allenby,284.7
2001,Frank Lickliter II,284.7
2001,Carlos Franco,284.5
2001,Donnie Hammond,284.5
2001,Dudley Hart,284.5
2001,Kevin Johnson,284.5
2001,Duffy Waldorf,284.5
2001,Mike Weir,284.4
2001,Jesper Parnevik,284.2
2001,Tommy Tolles,284.2
2001,Rich Beem,284.1
2001,Geoff Ogilvy,284
2001,Ben Bates,283.7
2001,Ronnie Black,283.7
2001,Andrew McLardy,283.7
2001,Craig Perks,283.6
2001,Brad Elder,283.5
2001,Steve Flesch,283.4
2001,Jonathan Kaye,283.4
2001,Jim McGovern,283.4
2001,J.L. Lewis,283.3
2001,Kaname Yokoo,283.3
2001,K.J. Choi,283.1
2001,Jeremy Anderson,283
2001,Andrew Magee,282.9
2001,Tommy Armour III,282.7
2001,Ian Leggatt,282.6
2001,Craig Barlow,282.5
2001,Stephen Ames,282.3
2001,Tom Pernice Jr.,282.2
2001,Briny Baird,281.8
2001,Brian Watts,281.8
2001,Stewart Cink,281.7
2001,Carl Paulson,281.7
2001,Steve Stricker,281.7
2001,Dennis Paulson,281.6
2001,Jeff Sluman,281.6
2001,Hunter Haas,281.4
2001,Gabriel Hjertstedt,281.4
2001,Per-Ulrik Johansson,281.4
2001,Robin Freeman,281.1
2001,Cliff Kresge,281
2001,Doug Dunakey,280.7
2001,Steve Lowery,280.7
2001,Steve Elkington,280.5
2001,Brent Geiberger,280.5
2001,Michael Clark II,280.4
2001,Joe Durant,280.4
2001,Matt Gogel,280.3
2001,Bob May,280.2
2001,Billy Andrade,280.1
2001,Shaun Micheel,280.1
2001,Shigeki Maruyama,279.9
2001,Mark Hensby,279.8
2001,David Peoples,279.8
2001,John Huston,279.7
2001,John Riegger,279.6
2001,Garrett Willis,279.6
2001,Paul Azinger,279.5
2001,Russ Cochran,279.5
2001,David Toms,279.5
2001,Jeff Maggert,279.4
2001,Bob Tway,279.4
2001,Edward Fryatt,279.2
2001,Ben Ferguson,279.1
2001,Joe Ogilvie,279
2001,Chris DiMarco,278.8
2001,Hal Sutton,278.8
2001,Bob Burns,278.6
2001,Greg Chalmers,278.6
2001,Jerry Kelly,278.4
2001,Rocco Mediate,278.4
2001,David Morland IV,278.4
2001,Chris Perry,278.4
2001,Rocky Walcher,278.4
2001,Bob Estes,278.3
2001,Mike Sposa,278.2
2001,Ted Tryba,277.9
2001,Richie Coughlan,277.8
2001,Kevin Sutherland,277.7
2001,Paul Gow,277.6
2001,Jimmy Green,277.6
2001,"Dave Stockton, Jr.",277.5
2001,J.P. Hayes,277.3
2001,Bradley Hughes,277.2
2001,Brian Henninger,277.1
2001,Craig Kanada,276.9
2001,Steve Jones,276.7
2001,Jerry Smith,276.5
2001,Robert Damron,276.3
2001,Chris Riley,276.3
2001,Gary Nicklaus,276.2
2001,Scott Dunlap,276
2001,Joel Edwards,276
2001,Steve Pate,276
2001,Neal Lancaster,275.9
2001,Jeff Brehaut,275.8
2001,Scott Hoch,275.8
2001,Justin Leonard,275.7
2001,Jay Williamson,275.7
2001,Keith Clearwater,275.4
2001,Bill Glasson,275.3
2001,Lee Janzen,275.3
2001,Dicky Pride,275.3
2001,Woody Austin,275.2
2001,Jim Carter,275.2
2001,Billy Mayfair,275.2
2001,Jeff Julian,275.1
2001,Olin Browne,275
2001,Lee Porter,274.7
2001,Brad Faxon,274.6
2001,Kent Jones,274.6
2001,Nick Price,274.5
2001,Frank Nobilo,274.1
